customer_id,zip_FK,signup_date,gender,age_group,acq_channel
105,15221,2018-06-18,Female,25-34,organic_search
106,15222,2022-01-03,Male,35-44,email_campaign
107,15222,2016-03-08,Female,35-44,organic_search
108,15222,2020-03-30,Non-binary,45-54,organic_search
109,15222,2020-06-03,Non-binary,35-44,social_media
112,15223,2018-06-03,Male,25-34,paid_search
113,15223,2020-11-05,Male,35-44,direct
114,15223,2017-04-16,Male,18-24,organic_search
117,15224,2018-11-01,Female,25-34,email_campaign
118,15224,2021-12-29,Male,45-54,email_campaign
119,15224,2021-10-03,Female,35-44,organic_search
120,15224,2016-11-22,Female,55+,direct
121,15225,2022-11-30,Male,25-34,organic_search
122,15225,2021-03-07,Female,45-54,organic_search
124,15225,2021-02-07,Female,35-44,social_media
125,15225,2012-04-24,Male,35-44,social_media
126,15226,2019-02-14,Female,35-44,email_campaign
127,15226,2013-10-03,Male,35-44,organic_search
131,15227,2018-12-08,Female,25-34,paid_search
132,15227,2015-01-07,Female,35-44,organic_search
135,15227,2015-09-01,Male,25-34,paid_search
136,15228,2020-09-18,Female,55+,paid_search
137,15228,2015-04-19,Male,45-54,referral
138,15228,2022-11-25,Female,25-34,paid_search
139,15228,2022-12-09,Female,18-24,social_media
140,15228,2016-06-26,Male,45-54,organic_search
141,15229,2020-08-14,Female,35-44,social_media
142,15229,2021-04-09,Male,35-44,social_media
143,15229,2018-06-10,Female,35-44,social_media
145,15229,2020-02-19,Female,18-24,organic_search
146,15232,2017-10-04,Male,45-54,email_campaign
147,15232,2021-03-07,Female,35-44,paid_search
148,15232,2022-09-05,Male,25-34,paid_search
149,15232,2017-08-12,Male,25-34,social_media
150,15232,2018-12-25,Female,55+,direct
152,15233,2022-01-29,Female,18-24,paid_search
153,15233,2020-04-11,Female,25-34,social_media
154,15233,2020-12-29,Female,25-34,paid_search
155,15233,2016-05-10,Male,18-24,organic_search
156,15234,2017-12-06,Female,25-34,social_media
157,15234,2019-04-10,Male,55+,organic_search
158,15234,2021-08-03,Male,45-54,referral
159,15234,2018-01-01,Male,45-54,paid_search
160,15234,2017-11-14,Female,18-24,organic_search
161,15235,2015-05-04,Female,35-44,paid_search
162,15235,2021-12-06,Female,45-54,organic_search
163,15235,2017-12-26,Female,18-24,email_campaign
166,15236,2015-05-03,Male,55+,organic_search
167,15236,2018-02-07,Male,45-54,paid_search
168,15236,2022-03-23,Female,18-24,paid_search
169,15236,2017-10-16,Male,18-24,referral
170,15236,2016-07-21,Male,35-44,paid_search
172,15237,2021-06-12,Female,55+,social_media
173,15237,2020-08-06,Female,18-24,paid_search
176,15238,2017-06-17,Female,35-44,direct
177,15238,2015-11-25,Female,25-34,organic_search
178,15238,2020-03-17,Male,25-34,organic_search
179,15238,2020-02-20,Female,35-44,social_media
180,15238,2020-07-18,Male,45-54,email_campaign
181,15239,2022-09-03,Male,45-54,social_media
182,15239,2022-04-04,Male,35-44,paid_search
184,15239,2015-12-06,Female,35-44,paid_search
185,15239,2019-12-08,Female,35-44,organic_search
186,15240,2019-04-15,Female,45-54,paid_search
188,15240,2018-03-28,Male,25-34,paid_search
189,15240,2017-06-16,Female,35-44,organic_search
190,15240,2020-05-17,Female,45-54,referral
191,15241,2020-02-14,Male,35-44,direct
192,15241,2018-08-08,Female,18-24,organic_search
193,15241,2018-04-03,Male,55+,social_media
195,15241,2020-04-28,Female,25-34,email_campaign
197,15243,2021-04-10,Male,45-54,social_media
198,15243,2014-10-27,Female,45-54,paid_search
204,15275,2017-02-07,Male,35-44,social_media
205,15275,2020-09-17,Male,45-54,email_campaign
206,15276,2017-10-14,Female,55+,paid_search
207,15276,2019-12-02,Non-binary,35-44,social_media
208,15276,2015-01-14,Male,45-54,paid_search
209,15276,2019-09-13,Male,18-24,social_media
211,15277,2018-06-11,Male,45-54,organic_search
213,15277,2020-06-07,Female,25-34,paid_search
214,15277,2020-02-18,Female,35-44,paid_search
217,15295,2021-04-27,Male,25-34,organic_search
218,15295,2022-08-06,Male,35-44,email_campaign
219,15295,2016-12-04,Female,35-44,paid_search
220,15295,2018-10-24,Female,35-44,direct
222,15937,2021-07-07,Male,35-44,organic_search
223,15937,2021-03-16,Male,45-54,organic_search
224,15937,2022-10-23,Female,25-34,social_media
225,15937,2014-12-31,Female,35-44,paid_search
226,15938,2021-07-22,Male,18-24,paid_search
227,15938,2020-11-12,Female,55+,referral
229,15938,2016-12-19,Male,55+,social_media
231,15940,2015-07-19,Male,45-54,social_media
232,15940,2017-05-24,Male,55+,organic_search
233,15940,2021-08-23,Male,18-24,email_campaign
234,15940,2022-04-10,Female,25-34,referral
235,15940,2018-01-25,Male,55+,email_campaign
236,15942,2016-05-02,Female,18-24,direct
238,15942,2018-03-17,Male,45-54,organic_search
239,15942,2021-08-21,Female,35-44,organic_search
240,15942,2021-11-02,Male,18-24,paid_search
241,15943,2020-02-05,Male,35-44,organic_search
242,15943,2021-07-20,Male,45-54,organic_search
243,15943,2021-01-15,Female,45-54,social_media
245,15943,2017-08-27,Male,25-34,email_campaign
246,15944,2022-07-31,Male,35-44,direct
247,15944,2018-02-10,Female,35-44,organic_search
248,15944,2019-11-13,Female,35-44,organic_search
249,15944,2022-03-31,Male,55+,social_media
250,15944,2018-11-07,Female,45-54,social_media
251,15945,2019-01-13,Female,25-34,paid_search
252,15945,2022-11-02,Male,45-54,social_media
253,15945,2015-05-18,Female,35-44,social_media
254,15945,2020-06-18,Female,35-44,email_campaign
257,15946,2015-05-24,Female,35-44,email_campaign
258,15946,2017-10-11,Female,35-44,organic_search
259,15946,2018-06-11,Male,25-34,paid_search
263,15948,2019-08-08,Male,35-44,organic_search
264,15948,2016-12-21,Male,25-34,organic_search
266,15949,2022-06-26,Female,35-44,organic_search
267,15949,2021-10-11,Female,25-34,organic_search
269,15949,2022-02-09,Female,45-54,paid_search
270,15949,2013-02-12,Female,55+,organic_search
272,15951,2018-11-05,Male,55+,email_campaign
273,15951,2022-03-08,Female,25-34,referral
275,15951,2016-08-03,Female,18-24,organic_search
276,15952,2016-04-03,Male,35-44,social_media
277,15952,2016-02-05,Male,25-34,paid_search
278,15952,2021-04-19,Male,18-24,paid_search
279,15952,2018-07-12,Female,18-24,organic_search
280,15952,2021-09-21,Male,55+,social_media
281,15954,2022-08-03,Female,25-34,social_media
282,15954,2017-08-24,Male,35-44,referral
283,15954,2021-12-15,Female,45-54,email_campaign
284,15954,2018-06-05,Male,55+,organic_search
285,15954,2020-09-27,Female,25-34,organic_search
288,15955,2015-10-22,Female,25-34,email_campaign
289,15955,2020-02-20,Female,45-54,social_media
290,15955,2018-07-31,Male,35-44,organic_search
291,15956,2012-10-03,Male,45-54,paid_search
292,15956,2022-12-23,Female,45-54,referral
293,15956,2021-12-23,Female,25-34,paid_search
294,15956,2018-05-27,Female,25-34,social_media
295,15956,2022-10-05,Female,35-44,paid_search
296,15957,2021-04-14,Male,25-34,organic_search
297,15957,2020-03-06,Female,25-34,organic_search
298,15957,2013-03-29,Male,35-44,social_media
299,15957,2015-06-09,Male,18-24,paid_search
302,15958,2021-03-27,Male,35-44,organic_search
304,15958,2021-07-17,Non-binary,25-34,organic_search
305,15958,2016-10-25,Male,25-34,organic_search
306,15959,2016-06-20,Male,45-54,paid_search
307,15959,2018-12-11,Male,55+,organic_search
312,15960,2017-09-26,Male,35-44,social_media
313,15960,2018-04-01,Female,45-54,paid_search
314,15960,2016-01-07,Male,25-34,organic_search
317,15961,2019-12-21,Female,18-24,paid_search
318,15961,2021-11-06,Female,35-44,paid_search
319,15961,2016-12-02,Non-binary,45-54,social_media
325,15963,2013-12-23,Male,45-54,organic_search
326,16001,2022-09-23,Female,55+,organic_search
327,16001,2019-03-18,Male,55+,paid_search
332,16002,2018-06-18,Male,45-54,email_campaign
334,16002,2016-02-13,Male,45-54,paid_search
337,16020,2017-11-25,Female,55+,organic_search
339,16020,2020-06-25,Female,18-24,organic_search
340,16020,2018-11-29,Male,45-54,organic_search
342,16022,2017-12-20,Non-binary,35-44,referral
343,16022,2013-12-07,Male,18-24,email_campaign
344,16022,2017-07-01,Female,45-54,organic_search
345,16022,2019-03-02,Female,45-54,social_media
348,16023,2018-08-11,Male,25-34,organic_search
349,16023,2022-01-05,Male,18-24,email_campaign
350,16023,2019-11-27,Female,18-24,direct
352,16025,2021-02-26,Female,45-54,email_campaign
354,16025,2016-04-02,Male,25-34,organic_search
356,16027,2017-04-15,Female,25-34,paid_search
358,16027,2018-06-12,Female,25-34,social_media
359,16027,2016-02-15,Male,45-54,social_media
360,16027,2020-03-30,Male,35-44,social_media
361,16028,2022-09-02,Male,35-44,organic_search
362,16028,2019-01-02,Female,45-54,email_campaign
363,16028,2021-09-25,Female,35-44,organic_search
364,16028,2020-12-10,Female,25-34,paid_search
365,16028,2019-10-06,Male,18-24,social_media
366,16029,2021-06-29,Male,45-54,paid_search
367,16029,2018-04-25,Male,35-44,organic_search
368,16029,2022-07-11,Male,45-54,organic_search
369,16029,2012-07-11,Female,18-24,organic_search
371,16030,2021-03-05,Male,25-34,referral
372,16030,2022-08-08,Male,45-54,referral
373,16030,2022-10-07,Male,55+,paid_search
374,16030,2022-03-28,Non-binary,18-24,social_media
375,16030,2019-07-19,Female,25-34,social_media
376,16033,2015-04-26,Female,18-24,organic_search
377,16033,2022-03-10,Female,35-44,direct
378,16033,2019-03-10,Female,55+,email_campaign
379,16033,2019-01-03,Male,18-24,email_campaign
381,16034,2022-08-09,Female,35-44,paid_search
382,16034,2018-11-08,Male,25-34,paid_search
383,16034,2018-12-15,Male,18-24,email_campaign
384,16034,2019-12-29,Male,45-54,referral
385,16034,2019-12-07,Male,35-44,paid_search
386,16037,2018-10-20,Female,25-34,social_media
387,16037,2016-06-19,Female,25-34,organic_search
388,16037,2020-02-09,Female,45-54,paid_search
390,16037,2022-04-15,Male,55+,organic_search
392,16038,2021-10-22,Female,25-34,referral
393,16038,2018-11-11,Male,25-34,paid_search
394,16038,2021-04-03,Male,18-24,paid_search
395,16038,2012-04-06,Female,25-34,social_media
396,16040,2018-09-13,Female,18-24,paid_search
397,16040,2020-03-13,Non-binary,35-44,social_media
398,16040,2021-07-09,Male,45-54,email_campaign
399,16040,2022-02-11,Female,55+,organic_search
400,16040,2020-07-11,Male,45-54,email_campaign
401,16041,2020-04-25,Male,25-34,organic_search
402,16041,2017-10-13,Male,45-54,social_media
403,16041,2020-08-07,Male,25-34,organic_search
406,16045,2017-02-26,Female,45-54,paid_search
407,16045,2015-08-25,Male,25-34,organic_search
408,16045,2020-12-22,Male,25-34,paid_search
409,16045,2021-12-11,Female,35-44,organic_search
410,16045,2019-03-30,Female,55+,email_campaign
412,16046,2022-11-01,Male,25-34,organic_search
413,16046,2022-04-03,Male,25-34,social_media
414,16046,2017-12-06,Female,35-44,organic_search
415,16046,2017-08-01,Female,35-44,paid_search
416,16049,2013-12-18,Female,25-34,paid_search
417,16049,2018-03-11,Female,25-34,paid_search
418,16049,2020-08-14,Female,45-54,organic_search
420,16049,2015-05-20,Male,18-24,direct
421,16050,2020-01-19,Female,25-34,social_media
422,16050,2021-12-02,Female,18-24,organic_search
423,16050,2017-07-08,Female,35-44,social_media
424,16050,2022-06-07,Male,18-24,organic_search
425,16050,2020-10-16,Male,25-34,organic_search
426,16051,2018-03-07,Female,55+,email_campaign
427,16051,2022-02-15,Female,25-34,direct
428,16051,2012-12-10,Male,55+,direct
429,16051,2022-10-31,Female,55+,social_media
430,16051,2022-12-20,Male,25-34,social_media
431,16052,2016-02-02,Male,35-44,direct
432,16052,2020-02-26,Male,45-54,referral
433,16052,2017-04-01,Female,55+,social_media
435,16052,2020-12-30,Female,45-54,organic_search
436,16053,2014-10-23,Female,35-44,organic_search
437,16053,2018-03-31,Female,45-54,paid_search
439,16053,2020-06-12,Female,25-34,social_media
441,16054,2022-03-19,Female,18-24,paid_search
443,16054,2021-08-24,Male,25-34,paid_search
446,16055,2021-10-14,Female,55+,direct
447,16055,2022-08-08,Female,25-34,email_campaign
448,16055,2020-11-18,Male,35-44,paid_search
450,16055,2021-04-03,Female,18-24,social_media
452,16056,2022-10-12,Male,45-54,organic_search
453,16056,2020-08-12,Female,35-44,paid_search
454,16056,2018-05-15,Female,35-44,email_campaign
455,16056,2018-03-22,Male,25-34,referral
456,16057,2021-12-25,Female,55+,paid_search
457,16057,2022-12-09,Female,35-44,paid_search
458,16057,2021-01-10,Male,35-44,organic_search
459,16057,2021-11-24,Male,45-54,organic_search
460,16057,2018-07-22,Male,18-24,direct
461,16059,2015-06-28,Female,25-34,email_campaign
462,16059,2018-09-08,Female,25-34,social_media
463,16059,2018-07-09,Female,35-44,organic_search
464,16059,2019-01-27,Female,35-44,organic_search
465,16059,2021-03-10,Male,18-24,organic_search
466,16061,2016-08-28,Female,18-24,paid_search
467,16061,2018-01-06,Female,18-24,direct
468,16061,2022-05-31,Male,25-34,paid_search
469,16061,2022-07-04,Male,18-24,email_campaign
470,16061,2015-03-06,Non-binary,25-34,social_media
471,16063,2019-12-26,Female,45-54,paid_search
472,16063,2021-03-17,Male,25-34,email_campaign
473,16063,2020-01-24,Female,25-34,paid_search
474,16063,2017-09-09,Female,45-54,direct
475,16063,2020-02-08,Female,25-34,social_media
477,16066,2021-07-21,Female,25-34,email_campaign
478,16066,2022-06-04,Female,55+,organic_search
480,16066,2022-12-08,Female,45-54,organic_search
481,16101,2019-09-18,Female,35-44,paid_search
482,16101,2012-12-21,Female,45-54,social_media
483,16101,2019-06-02,Female,35-44,direct
484,16101,2022-11-07,Female,45-54,referral
487,16102,2020-02-04,Female,45-54,email_campaign
488,16102,2022-10-22,Female,55+,paid_search
489,16102,2021-03-28,Male,25-34,email_campaign
490,16102,2021-09-16,Female,25-34,organic_search
491,16105,2017-11-16,Female,18-24,email_campaign
492,16105,2017-11-11,Non-binary,25-34,organic_search
493,16105,2020-04-03,Female,45-54,social_media
494,16105,2014-02-20,Non-binary,18-24,social_media
495,16105,2019-04-02,Female,45-54,organic_search
496,16107,2022-04-20,Female,35-44,paid_search
497,16107,2019-12-14,Male,45-54,organic_search
498,16107,2017-01-31,Male,25-34,referral
499,16107,2020-07-19,Female,45-54,organic_search
500,16107,2016-06-22,Female,35-44,referral
501,16110,2021-11-11,Female,18-24,social_media
502,16110,2014-01-23,Male,35-44,organic_search
503,16110,2019-11-07,Male,25-34,social_media
504,16110,2021-05-23,Male,45-54,paid_search
505,16110,2014-01-25,Male,45-54,organic_search
506,16111,2022-01-08,Male,35-44,paid_search
507,16111,2016-08-11,Male,25-34,direct
508,16111,2020-06-30,Female,35-44,social_media
509,16111,2014-10-24,Male,25-34,email_campaign
510,16111,2019-09-13,Male,25-34,organic_search
511,16112,2017-10-03,Male,55+,organic_search
512,16112,2019-02-24,Female,25-34,direct
513,16112,2022-11-27,Male,25-34,email_campaign
514,16112,2019-09-13,Female,25-34,paid_search
515,16112,2022-11-03,Male,25-34,organic_search
517,16115,2018-04-14,Female,55+,social_media
518,16115,2015-08-03,Male,18-24,direct
519,16115,2013-10-01,Male,18-24,social_media
520,16115,2021-03-08,Female,35-44,organic_search
522,16116,2019-05-26,Female,45-54,social_media
523,16116,2022-01-29,Male,25-34,social_media
525,16116,2022-02-03,Male,55+,email_campaign
526,16117,2022-11-09,Female,25-34,social_media
528,16117,2017-08-03,Male,35-44,organic_search
529,16117,2013-10-17,Male,55+,paid_search
530,16117,2016-11-20,Female,25-34,social_media
531,16120,2016-06-13,Non-binary,18-24,organic_search
532,16120,2022-03-25,Male,18-24,email_campaign
533,16120,2021-05-22,Female,25-34,organic_search
534,16120,2017-11-03,Male,45-54,organic_search
535,16120,2022-06-15,Female,35-44,social_media
536,16123,2022-12-12,Male,45-54,organic_search
537,16123,2017-02-15,Male,45-54,email_campaign
538,16123,2021-09-28,Male,25-34,organic_search
539,16123,2022-10-23,Male,25-34,organic_search
540,16123,2016-03-28,Male,45-54,social_media
543,16130,2016-02-13,Female,35-44,organic_search
544,16130,2014-01-05,Female,45-54,email_campaign
545,16130,2018-12-26,Female,18-24,paid_search
546,16131,2022-04-15,Female,35-44,social_media
548,16131,2019-11-16,Female,45-54,paid_search
549,16131,2022-07-27,Female,25-34,email_campaign
550,16131,2015-06-16,Male,35-44,social_media
551,16132,2022-05-22,Female,18-24,referral
552,16132,2021-11-25,Male,35-44,organic_search
553,16132,2015-12-31,Male,35-44,organic_search
554,16132,2022-12-26,Female,55+,organic_search
556,16134,2021-09-08,Male,25-34,organic_search
557,16134,2016-05-10,Male,25-34,social_media
560,16134,2019-05-15,Male,35-44,social_media
561,16136,2020-03-08,Male,25-34,referral
562,16136,2019-08-12,Female,25-34,referral
563,16136,2020-11-22,Female,25-34,paid_search
564,16136,2019-04-22,Female,55+,referral
567,16141,2016-01-26,Female,45-54,referral
569,16141,2021-12-19,Male,35-44,organic_search
571,16142,2022-07-07,Male,18-24,email_campaign
572,16142,2020-04-02,Female,35-44,organic_search
573,16142,2022-09-16,Male,18-24,organic_search
575,16142,2018-07-02,Male,25-34,social_media
577,16143,2021-03-04,Male,25-34,organic_search
578,16143,2020-09-10,Female,35-44,social_media
579,16143,2020-04-02,Male,25-34,social_media
580,16143,2022-09-08,Female,45-54,organic_search
581,16151,2018-06-25,Female,25-34,referral
584,16151,2015-09-09,Male,35-44,organic_search
586,16156,2018-03-06,Female,25-34,organic_search
587,16156,2020-07-10,Female,18-24,paid_search
588,16156,2021-10-07,Female,35-44,social_media
589,16156,2019-09-13,Male,18-24,email_campaign
590,16156,2014-02-16,Female,45-54,referral
592,16157,2017-05-03,Female,35-44,organic_search
593,16157,2017-10-06,Female,45-54,paid_search
595,16157,2019-04-19,Female,25-34,organic_search
597,16160,2022-06-20,Non-binary,18-24,social_media
598,16160,2018-07-29,Male,25-34,email_campaign
599,16160,2013-04-09,Male,55+,social_media
601,16201,2015-09-01,Male,18-24,paid_search
602,16201,2022-08-10,Male,45-54,social_media
603,16201,2020-09-27,Female,18-24,organic_search
604,16201,2022-11-19,Female,35-44,organic_search
605,16201,2022-05-22,Female,45-54,social_media
606,16210,2022-01-17,Male,45-54,social_media
607,16210,2020-10-04,Female,45-54,email_campaign
609,16210,2015-10-28,Female,45-54,organic_search
610,16210,2017-11-21,Male,55+,email_campaign
611,16213,2022-05-25,Female,45-54,social_media
612,16213,2018-12-03,Female,45-54,social_media
613,16213,2021-07-14,Female,25-34,paid_search
614,16213,2020-08-08,Female,25-34,organic_search
615,16213,2021-02-09,Male,25-34,organic_search
616,16214,2020-02-27,Male,55+,social_media
617,16214,2022-10-18,Male,18-24,social_media
618,16214,2019-03-12,Male,45-54,social_media
619,16214,2022-06-24,Female,25-34,social_media
620,16214,2018-07-06,Male,55+,social_media
621,16217,2018-04-10,Male,25-34,organic_search
622,16217,2016-05-07,Female,25-34,social_media
623,16217,2017-06-29,Male,35-44,email_campaign
624,16217,2016-04-30,Female,45-54,organic_search
625,16217,2021-02-25,Male,35-44,paid_search
626,16218,2022-11-30,Male,18-24,organic_search
627,16218,2017-05-21,Male,45-54,organic_search
628,16218,2017-10-27,Female,18-24,social_media
629,16218,2020-09-13,Male,55+,referral
630,16218,2022-08-22,Male,55+,direct
632,16220,2021-01-20,Female,18-24,organic_search
633,16220,2018-08-27,Non-binary,25-34,email_campaign
634,16220,2015-12-21,Female,45-54,direct
635,16220,2017-07-07,Male,18-24,paid_search
636,16222,2017-12-19,Male,18-24,paid_search
637,16222,2017-04-20,Female,35-44,paid_search
638,16222,2013-07-01,Female,25-34,organic_search
639,16222,2021-02-19,Female,35-44,email_campaign
640,16222,2018-07-21,Male,45-54,social_media
642,16223,2021-04-20,Female,35-44,direct
643,16223,2022-06-10,Female,35-44,email_campaign
644,16223,2016-06-13,Male,25-34,social_media
646,16224,2020-10-04,Female,25-34,direct
648,16224,2021-06-21,Female,35-44,organic_search
649,16224,2020-07-26,Male,35-44,social_media
650,16224,2020-04-19,Male,55+,organic_search
651,16225,2017-05-16,Female,35-44,social_media
652,16225,2014-11-04,Female,25-34,organic_search
654,16225,2020-08-22,Female,35-44,social_media
656,16226,2019-12-01,Female,35-44,social_media
657,16226,2015-05-31,Female,45-54,direct
658,16226,2021-12-01,Female,35-44,paid_search
659,16226,2014-11-26,Male,35-44,organic_search
660,16226,2016-11-01,Female,35-44,social_media
661,16228,2021-05-19,Male,18-24,organic_search
662,16228,2018-11-23,Male,18-24,social_media
664,16228,2016-04-23,Male,45-54,referral
665,16228,2022-12-05,Male,45-54,organic_search
666,16229,2021-09-25,Female,55+,organic_search
668,16229,2017-12-11,Male,45-54,organic_search
669,16229,2021-01-14,Male,18-24,direct
670,16229,2020-05-23,Female,45-54,direct
671,16230,2020-04-27,Male,25-34,organic_search
674,16230,2018-11-29,Male,55+,email_campaign
675,16230,2021-11-07,Non-binary,25-34,organic_search
676,16232,2021-10-05,Female,25-34,organic_search
677,16232,2022-10-02,Male,18-24,organic_search
679,16232,2017-09-14,Male,45-54,organic_search
680,16232,2017-09-30,Male,45-54,organic_search
681,16233,2022-02-27,Male,35-44,paid_search
682,16233,2016-12-17,Female,45-54,organic_search
683,16233,2017-03-21,Female,35-44,organic_search
684,16233,2015-06-08,Female,25-34,paid_search
685,16233,2012-08-28,Male,35-44,paid_search
686,16234,2020-05-23,Female,18-24,paid_search
687,16234,2021-08-19,Male,45-54,social_media
688,16234,2018-10-01,Female,45-54,referral
689,16234,2018-01-07,Male,35-44,referral
690,16234,2022-07-06,Non-binary,45-54,paid_search
691,16235,2022-06-25,Male,35-44,email_campaign
692,16235,2020-06-04,Female,35-44,referral
693,16235,2022-05-13,Male,45-54,paid_search
696,16236,2021-11-19,Male,35-44,social_media
697,16236,2022-03-01,Female,35-44,organic_search
699,16236,2020-02-26,Male,35-44,organic_search
700,16236,2021-03-24,Male,25-34,organic_search
701,16238,2022-01-22,Female,25-34,direct
704,16238,2015-05-08,Male,35-44,referral
705,16238,2017-02-05,Female,25-34,social_media
706,16239,2018-12-09,Male,25-34,referral
707,16239,2022-10-26,Male,25-34,organic_search
708,16239,2021-06-07,Female,45-54,social_media
709,16239,2018-09-20,Female,25-34,paid_search
710,16239,2016-06-01,Male,18-24,paid_search
711,16240,2022-05-17,Female,18-24,organic_search
712,16240,2022-06-16,Male,25-34,referral
714,16240,2020-11-04,Male,35-44,paid_search
715,16240,2020-10-14,Female,55+,email_campaign
716,16242,2015-07-22,Male,45-54,organic_search
717,16242,2014-07-04,Male,25-34,paid_search
718,16242,2020-03-21,Female,35-44,referral
719,16242,2019-02-06,Female,35-44,organic_search
720,16242,2018-04-05,Male,35-44,paid_search
721,16244,2015-10-15,Female,25-34,organic_search
724,16244,2021-06-25,Male,25-34,paid_search
727,16245,2022-04-01,Female,35-44,direct
728,16245,2018-06-30,Male,18-24,organic_search
729,16245,2014-07-08,Female,35-44,email_campaign
730,16245,2022-11-14,Male,25-34,organic_search
731,16246,2020-07-29,Non-binary,35-44,direct
732,16246,2022-02-02,Male,35-44,social_media
734,16246,2017-05-01,Female,45-54,organic_search
735,16246,2021-07-25,Male,55+,organic_search
736,16248,2021-12-17,Female,45-54,social_media
737,16248,2020-10-07,Non-binary,25-34,paid_search
738,16248,2015-10-14,Male,35-44,organic_search
739,16248,2019-05-18,Male,45-54,direct
740,16248,2019-03-22,Male,25-34,direct
741,16249,2022-03-26,Male,18-24,organic_search
743,16249,2019-03-08,Male,35-44,organic_search
744,16249,2022-05-30,Female,35-44,email_campaign
745,16249,2018-09-19,Female,35-44,referral
748,16253,2021-04-10,Male,25-34,referral
749,16253,2020-06-07,Female,55+,paid_search
750,16253,2019-01-06,Female,25-34,organic_search
751,16254,2019-02-10,Male,25-34,paid_search
753,16254,2019-12-14,Female,25-34,paid_search
754,16254,2020-12-20,Male,35-44,paid_search
756,16255,2022-02-19,Female,25-34,email_campaign
757,16255,2021-03-17,Female,55+,referral
758,16255,2020-01-15,Female,35-44,referral
